Domain,Username,Country,Followers,Following,Medias,Likes,Tweets,Listed,IsActive,LastModifiedDate
cnn.com,cnnbrk,US,63801250,117,17306,23,83049,184570,1,2025-03-29 15:08:41
cnn.com,cnn,US,63325560,1047,190577,1339,424092,154574,1,2025-03-29 15:08:41
espn.com,espn,US,57572503,411,58464,4380,150683,60009,1,2025-03-29 15:08:41
nytimes.com,nytimes,US,55246008,853,72419,18499,558275,207992,1,2025-03-29 15:08:41
nationalgeographic.com,natgeo,US,28957597,182,8170,7273,72246,60425,1,2025-03-29 15:08:41
economist.com,theeconomist,GB,27106350,154,85223,153,413733,118577,1,2025-03-29 15:08:41
foxnews.com,foxnews,US,25942798,263,161649,2,654907,77220,1,2025-03-29 15:08:41
reuters.com,reuters,US,25584251,1197,973720,683,1237320,133660,1,2025-03-29 15:08:41
forbes.com,forbes,US,20788672,4669,351541,10118,626575,62548,1,2025-03-29 15:08:41
wsj.com,wsj,US,20740189,1069,51097,1074,466865,125590,1,2025-03-29 15:08:41
bleacherreport.com,bleacherreport,US,20007404,957,130967,895,184328,22387,1,2025-03-29 15:08:41
washingtonpost.com,washingtonpost,US,19867364,1640,21219,3785,511636,104581,1,2025-03-29 15:08:41
time.com,time,US,19211547,471,31342,567,433289,101634,1,2025-03-29 15:08:41
abcnews.go.com,abc,US,17811189,425,198370,60,471535,66375,1,2025-03-29 15:08:41
apnews.com,ap,US,15805774,6285,15371,4335,385942,102662,1,2025-03-29 15:08:41
g1.globo.com,g1,BR,15340073,64,314198,18,798781,18857,1,2025-03-29 15:08:41
vogue.com,voguemagazine,US,15237135,443,13857,4969,196737,21696,1,2025-03-29 15:08:41
cnn.com,cnni,US,15025672,360,113508,121,301248,49963,1,2025-03-29 15:08:41
timesofindia.indiatimes.com?loc=in,timesofindia,IN,14752773,153,457399,18,1008814,13199,1,2025-03-29 15:08:41
eonline.com,enews,US,11610222,101369,113138,28258,355370,31008,1,2025-03-29 15:08:41
theonion.com,theonion,US,11244419,7,60742,5,109794,59095,1,2025-03-29 15:08:41
lemonde.fr,lemondefr,US,11102698,383,34388,1595,484435,36365,1,2025-03-29 15:08:41
theguardian.comuk,guardian,GB,10697561,998,24712,127,861581,68712,1,2025-03-29 15:08:41
huffpost.com,huffpost,US,10635773,5319,89459,1059,672778,74796,1,2025-03-29 15:08:41
techcrunch.com,techcrunch,US,10305741,467,51041,7516,277093,101994,1,2025-03-29 15:08:41
wired.com,wired,US,9811521,444,38380,6960,180152,81168,1,2025-03-29 15:08:41
bloomberg.com,business,US,9664173,94,317906,4357,1151443,70356,1,2025-03-29 15:08:41
aristeguinoticias.com,aristeguionline,MX,9602839,1,170223,204,445810,14956,1,2025-03-29 15:08:41
nbcnews.com,nbcnews,US,9400036,1325,96215,717,423739,51623,1,2025-03-29 15:08:41
nbcnews.com,breakingnews,US,9261369,536,658,6,108966,77996,1,2025-03-29 15:08:41
eltiempo.com,eltiempo,CO,9133040,24126,466519,12811,827137,15931,1,2025-03-29 15:08:41
discovery.com,discovery,US,9004049,608,15812,9162,58402,20426,1,2025-03-29 15:08:41
cbsnews.com,cbsnews,US,8983492,627,198122,375,436555,56068,1,2025-03-29 15:08:41
aljazeera.com,ajenglish,QA,8919835,247,154503,17886,385563,56885,1,2025-03-29 15:08:41
mashable.com,mashable,US,8899392,2535,300938,2021,558845,106180,1,2025-03-29 15:08:41
folha.uol.com.br,folha,BR,8877493,162890,129695,220,796091,13828,1,2025-03-29 15:08:41
elpais.com?ed=es,el_pais,ES,8843109,852,82629,1993,840352,55980,1,2025-03-29 15:08:41
newyorker.com,newyorker,US,8532396,395,46998,1852,179574,58320,1,2025-03-29 15:08:41
tmz.com,tmz,US,8436385,935,60488,1385,473791,19495,1,2025-03-29 15:08:41
thehindu.com,the_hindu,US,8327719,200,50051,236,623751,8244,1,2025-03-29 15:08:41
npr.org,npr,US,8323119,58374,11291,2458,244073,63043,1,2025-03-29 15:08:41
eluniversal.com.mx,el_universal_mx,MX,8116725,13918,318581,30433,1455288,24821,1,2025-03-29 15:08:41
people.com,people,US,7555920,1574,127113,4512,515499,28899,1,2025-03-29 15:08:41
estadao.com.br,estadao,BR,7500371,344,45660,472,253856,13312,1,2025-03-29 15:08:41
oglobo.globo.com,jornaloglobo,BR,7286636,7028,225587,114,616056,12996,1,2025-03-29 15:08:41
news24.com,news24,ZA,6525067,753,71347,1238,479034,5345,1,2025-03-29 15:08:41
indiatoday.in,indiatoday,IN,6289968,113,447677,4439,1356872,7070,1,2025-03-29 15:08:41
milenio.com,milenio,MX,6102564,13,748207,23,1259475,15473,1,2025-03-29 15:08:41
ft.com,ft,US,6083344,1030,57955,47,343963,47550,1,2025-03-29 15:08:41
rollingstone.com,rollingstone,US,6069213,530,108202,2048,238191,32998,1,2025-03-29 15:08:41
hbr.org,harvardbiz,US,5823457,199,18790,492,134290,48442,1,2025-03-29 15:08:41
noticias.uol.com.br,uolnoticias,BR,5458144,178,75748,2831,639759,7343,1,2025-03-29 15:08:41
proceso.com.mx,proceso,MX,5376909,119,10434,2029,273711,14297,1,2025-03-29 15:08:41
cnbc.com,cnbc,US,5328769,834,154966,825,662900,41128,1,2025-03-29 15:08:41
weather.com,weatherchannel,US,5260084,4373,45306,27490,140314,16422,1,2025-03-29 15:08:41
usatoday.com,usatoday,US,5099800,911,75269,3532,453510,36750,1,2025-03-29 15:08:41
msnbc.com,msnbc,US,5057629,793,72602,783,310256,31114,1,2025-03-29 15:08:41
elmundo.es,elmundoes,ES,4911266,1413,74743,2661,464725,31630,1,2025-03-29 15:08:41
rfi.frfr,rfi,FR,4891126,775,262965,4283,457116,6240,1,2025-03-29 15:08:41
babylonbee.com,thebabylonbee,US,4842431,10,14094,1820,31113,8162,1,2025-03-29 15:08:41
enca.com,enca,ZA,4831536,658,166541,7,469554,3088,1,2025-03-29 15:08:41
mtv.comnews,mtvnews,US,4740657,5577,29727,6552,134214,9644,1,2025-03-29 15:08:41
marketwatch.com,marketwatch,US,4646943,216,60383,3129,439067,30924,1,2025-03-29 15:08:41
vanityfair.com,vanityfair,US,4593810,1180,34326,6361,188542,17507,1,2025-03-29 15:08:41
cnn.com,cnnpolitics,US,4579289,325,153766,4,222838,22462,1,2025-03-29 15:08:41
politico.com,politico,US,4514735,1223,158314,204,394392,42288,1,2025-03-29 15:08:41
scientificamerican.com,sciam,US,4511220,805,16710,6130,77196,27431,1,2025-03-29 15:08:41
bfmtv.com,bfmtv,FR,4508996,568,682902,3288,899482,11165,1,2025-03-29 15:08:41
newscientist.com,newscientist,GB,4428927,280,60302,16698,144305,31325,1,2025-03-29 15:08:41
thehill.com,thehill,US,4339091,342,1039923,251,1212924,28410,1,2025-03-29 15:08:41
france24.comfr,france24,FR,4291820,438,193090,1235,403317,13003,1,2025-03-29 15:08:41
indianexpress.com,indianexpress,US,4284563,287,142732,218,1072267,6687,1,2025-03-29 15:08:41
lanacion.com.ar,lanacion,AR,4183869,231,376768,471,540573,10995,1,2025-03-29 15:08:41
nikkei.com,nikkei,JP,4133211,38,15027,0,458755,45295,1,2025-03-29 15:08:41
businessinsider.com,businessinsider,US,4114416,403,355921,2148,771938,35185,1,2025-03-29 15:08:42
nbcnews.com,todayshow,US,4056832,7151,101939,10628,264478,16810,1,2025-03-29 15:08:42
reforma.com,reforma,MX,3938192,141,122596,474,585661,12444,1,2025-03-29 15:08:42
latimes.com,latimes,US,3868351,6384,97291,3691,558929,34525,1,2025-03-29 15:08:42
rappler.com,rapplerdotcom,US,3785456,417,270431,7724,1100213,4880,1,2025-03-29 15:08:42
lefigaro.fr,le_figaro,FR,3758750,568,122643,6409,776821,17194,1,2025-03-29 15:08:42
cbc.canews,cbcnews,CA,3733151,1194,95477,5200,279413,15246,1,2025-03-29 15:08:42
www3.nhk.or.jpnews,nhk_news,JP,3690315,21,24961,3,700346,66730,1,2025-03-29 15:08:42
abcnews.go.com,gma,US,3676398,2328,179052,6783,352326,14542,1,2025-03-29 15:08:42
repubblica.it,repubblica,US,3647698,403,53593,438,1052251,12163,1,2025-03-29 15:08:42
clarin.com,clarincom,AR,3592149,138,224298,531,662696,11551,1,2025-03-29 15:08:42
newsweek.com,newsweek,US,3553173,587,177940,2438,384934,35740,1,2025-03-29 15:08:42
independent.co.uk,independent,US,3532295,464,275057,122,1518687,25061,1,2025-03-29 15:08:42
liberation.fr,libe,FR,3521029,274,107013,2344,327146,16377,1,2025-03-29 15:08:42
theverge.com,verge,US,3487228,179,174108,1359,243011,36004,1,2025-03-29 15:08:42
bonappetit.com,bonappetit,US,3463112,281,38656,4568,86878,10994,1,2025-03-29 15:08:42
hollywoodreporter.com,thr,US,3431987,7529,188903,1497,544726,20967,1,2025-03-29 15:08:42
leparisien.fr,le_parisien,FR,3414612,367,183340,707,628539,10637,1,2025-03-29 15:08:42
telegraph.co.uk,telegraph,US,3409508,850,125646,6142,620171,21916,1,2025-03-29 15:08:42
billoreilly.com,billoreilly,US,3408295,119,1720,439,21594,10458,1,2025-03-29 15:08:42
nypost.com,nypost,US,3393034,10210,587214,1844,731964,23079,1,2025-03-29 15:08:42
newsmax.com,newsmax,US,3358374,785,65106,6971,230234,8000,1,2025-03-29 15:08:42
coindesk.com,coindesk,US,3347285,1684,31779,8199,133367,24746,1,2025-03-29 15:08:42
teenvogue.com,teenvogue,US,3278063,2454,34050,19443,178418,9705,1,2025-03-29 15:08:42
rt.com,rt_com,US,3271144,833,272656,2263,503740,21680,1,2025-03-29 15:08:42
spiegel.de,derspiegel,DE,3264765,347,48125,3307,321422,9415,1,2025-03-29 15:08:42
mediapart.fr,mediapart,FR,3155307,1926,14648,4659,168519,11944,1,2025-03-27 16:31:25
pitchfork.com,pitchfork,US,3065013,3662,28633,584,168561,27520,1,2025-03-27 16:31:25
variety.com,variety,US,3002246,208842,153796,1760,505392,18512,1,2025-03-27 16:31:25
dailymail.co.ukhomeindex.html,mailonline,GB,2863555,2130,229852,619,699888,14366,1,2025-03-27 16:31:25
cnnbrasil.com.br,cnnbrasil,BR,2859351,4,99828,1726,313116,4683,1,2025-03-27 16:31:25
reuters.com,reutersbiz,US,2847727,239,165967,25,325364,27672,1,2025-03-27 16:31:25
jornada.com.mx,lajornadaonline,MX,2832526,318,222335,860,451416,11679,1,2025-03-27 16:31:25
corriere.it,corriere,IT,2829289,233,300497,9393,608017,8764,1,2025-03-27 16:31:25
npr.org,nprpolitics,US,2812567,85049,3712,1982,111342,28098,1,2025-03-27 16:31:25
animalpolitico.com,pajaropolitico,MX,2691731,13148,123501,29678,745117,11042,1,2025-03-27 16:31:25
bhaskar.com,dainikbhaskar,IN,2663464,124,190063,6322,383083,1705,1,2025-03-27 16:31:25
abc.net.aunews,abcnews,AU,2651949,1104,45380,2519,399803,13265,1,2025-03-27 16:31:25
gizmodo.com,gizmodo,US,2648665,175,140003,379,203349,39331,1,2025-03-27 16:31:25
zeit.de,zeitonline,DE,2615777,75,14945,2474,297022,9905,1,2025-03-27 16:31:25
ria.ru,rianru,RU,2610555,40,573551,4,868749,7088,1,2025-03-27 16:31:25
20minutes.fr,20minutes,FR,2586401,1056,237326,2626,560544,9398,1,2025-03-27 16:31:25
valor.globo.com,valoreconomico,BR,2582141,147,4088,22,243726,8391,1,2025-03-27 16:31:25
dailywire.com,realdailywire,US,2524942,1645,97670,10268,192311,6684,1,2025-03-27 16:31:25
francetvinfo.fr,franceinfo,FR,2517111,1412,246557,18017,448435,11981,1,2025-03-27 16:31:25
excelsior.com.mx,excelsior,MX,2443378,896,317045,3558,1089079,9607,1,2025-03-27 16:31:25
ctvnews.ca,ctvnews,US,2438225,30,230173,140,424957,5885,1,2025-03-27 16:31:25
bbc.com,bbc,US,2386416,195,19493,3669,38468,16092,1,2025-03-27 16:31:25
breitbart.com,breitbartnews,US,2388898,183,13477,3017,204624,10984,1,2025-03-27 16:31:25
nytimes.com,nytimesworld,US,2378093,782,40922,3093,308486,19656,1,2025-03-27 16:31:25
fortune.com,fortunemagazine,US,2334220,636,68020,6470,356296,23252,1,2025-03-27 16:31:25
abc.es,abc_es,ES,2323133,14226,71019,2584,686149,19024,1,2025-03-27 16:31:25
engadget.com,engadget,US,2320177,244,99018,1655,218029,45028,1,2025-03-27 16:31:25
jagran.com,jagrannews,IN,2310944,84,63107,2183,395102,0,1,2025-03-27 16:31:25
oann.com,oann,US,2285520,102,37762,10109,175723,7350,1,2025-03-27 16:31:25
univision.com,uninoticias,US,2261756,1873,117177,5477,368203,8076,1,2025-03-27 16:31:25
dnaindia.com,dna,US,2244925,18,223198,130,829253,3527,1,2025-03-27 16:31:25
fastcompany.com,fastcompany,US,2228486,3831,60042,11502,321087,38531,1,2025-03-27 16:31:25
business-standard.com,bsindia,US,2224740,526,117949,256,520085,4329,1,2025-03-27 16:31:25
amarujala.com,amarujalanews,IN,2220146,102,42223,1719,406322,1558,1,2025-03-27 16:31:25
nybooks.com,nybooks,US,2210344,602,713,13062,25072,13714,1,2025-03-27 16:31:25
timeslive.co.za,timeslive,ZA,2189796,872,131308,39,411792,2394,1,2025-03-27 16:31:25
pbs.org,pbs,US,2099794,43384,13447,13391,86741,15675,1,2025-03-27 16:31:25
livemint.com,livemint,US,2094078,103,94833,464,553334,4609,1,2025-03-27 16:31:25
thesun.co.uk,thesun,US,2091400,392,394755,689,749053,9093,1,2025-03-27 16:31:25
usmagazine.com,usweekly,US,2087233,1102,75341,3238,300981,10206,1,2025-03-27 16:31:25
foxsports.com,foxsports,US,2087586,2082,30472,10015,125943,8651,1,2025-03-27 16:31:25
c-span.org,cspan,US,2080644,8118,46184,1885,73716,12909,1,2025-03-27 16:31:25
zerohedge.com,zerohedge,US,2079100,927,24555,28,575237,32816,1,2025-03-27 16:31:25
bild.de,bild,DE,2067206,403,35015,1421,368518,5871,1,2025-03-27 16:31:25
theglobeandmail.com,globeandmail,CA,2020459,1022,166839,2573,699381,13524,1,2025-03-27 16:31:25
theatlantic.com,theatlantic,US,2016305,1058,61267,1358,240713,28180,1,2025-03-27 16:31:25
thedailystar.net,dailystarnews,US,1959096,64,33592,455,308807,1208,1,2025-03-27 16:31:25
elfinanciero.com.mx,elfinanciero_mx,MX,1940482,1146,213446,2970,651378,7439,1,2025-03-27 16:31:25
istoe.com.br,revistaistoe,BR,1933326,450,27505,111,193615,4823,1,2025-03-27 16:31:25
finance.yahoo.com,yahoofinance,US,1926666,288,239640,4497,364105,18405,1,2025-03-27 16:31:25
oantagonista.uol.com.br,o_antagonista,BR,1922885,1611,41003,20016,286019,3803,1,2025-03-27 16:31:25
bloomberg.com,markets,US,1903592,227,48467,503,292986,18796,1,2025-03-27 16:31:25
kyivindependent.com,kyivindependent,UA,1901081,57,5020,340,55927,18323,1,2025-03-27 16:31:25
sueddeutsche.de,sz,DE,1893037,252,3804,1275,276671,7452,1,2025-03-27 16:31:25
foxnews.com,foxnewspolitics,US,1881728,249,3197,7,80060,8387,1,2025-03-27 16:31:25
vice.com,vice,US,1872871,9799,49032,4917,199635,15351,1,2025-03-27 16:31:25
mvsnoticias.com,mvsnoticias,MX,1873715,2989,250457,1536,978107,6111,1,2025-03-27 16:31:25
si.com,sinow,US,1872872,3647,81662,9809,358050,13473,1,2025-03-27 16:31:25
gazeta.ru,gazetaru,RU,1860215,54,294124,21,438667,5338,1,2025-03-27 16:31:25
wsj.com,wsjbusiness,US,1764224,379,2133,7,76361,17280,1,2025-03-27 16:31:25
thetimes.co.uk,thetimes,US,1752596,853,65206,4004,331393,13730,1,2025-03-27 16:31:25
nyse.com,nyse,US,1744284,6434,12854,25248,48870,6239,1,2025-03-27 16:31:25
omelete.com.br,omelete,BR,1737319,368,80812,0,119619,4401,1,2025-03-27 16:31:25
abcnews.go.com,abcworldnews,US,1724936,435,116554,208,224466,11322,1,2025-03-27 16:31:25
voanews.com,voanews,US,1720246,135,90124,76,208418,5594,1,2025-03-27 16:31:25
nymag.com,nymag,US,1715745,1027,50428,2671,268459,0,1,2025-03-27 16:31:25
cnet.com,cnet,US,1700835,410,166220,5289,340689,24616,1,2025-03-27 16:31:25
sinembargo.mx,sinembargomx,MX,1683502,396,686317,489,1341279,6532,1,2025-03-27 16:31:25
meduza.io,meduzaproject,LV,1605718,26,7228,128,146601,3517,1,2025-03-27 16:31:25
slate.com,slate,US,1583569,719,237417,5669,599301,25906,1,2025-03-27 16:31:25
space.com,spacedotcom,US,1546416,958,56002,2191,97958,10783,1,2025-03-27 16:31:25
gulfnews.com,gulf_news,US,1536518,291,79222,1064,370095,3911,1,2025-03-27 16:31:25
cnn.com,ac360,US,1534687,152,20697,378,70716,6401,1,2025-03-27 16:31:25
piaui.folha.uol.com.br,revistapiaui,BR,1520161,251,7407,980,30476,4561,1,2025-03-27 16:31:25
rte.ie,rtenews,IE,1502842,306,49676,27,256420,4300,1,2025-03-27 16:31:25
cadenaser.com,la_ser,ES,1466616,1005,55328,5233,445160,11237,1,2025-03-27 16:31:25
stern.de,sternde,DE,1418934,519,10101,3854,247957,5075,1,2025-03-27 16:31:25
mirror.co.uk,dailymirror,US,1388774,3081,635281,1586,1033768,7271,1,2025-03-27 16:31:25
lastampa.it,lastampa,IT,1388607,402,97092,2312,619665,6864,1,2025-03-27 16:31:25
lavanguardia.com,lavanguardia,ES,1384008,760,209386,1135,697535,14036,1,2025-03-27 16:31:25
thecut.com,thecut,US,1365443,3932,42614,4108,248300,9382,1,2025-03-27 16:31:25
huffingtonpost.com,huffpostpol,US,1344895,7915,53241,91,357735,14444,1,2025-03-27 16:31:25
macrumors.com,macrumors,US,1338312,93,35521,1161,61393,17689,1,2025-03-27 16:31:25
asahi.com,asahi,JP,1330615,484,7853,363,614893,41728,1,2025-03-27 16:31:25
buzzfeed.com,buzzfeednews,US,1311455,4642,68398,2279,213860,10565,1,2025-03-27 16:31:25
thedailybeast.com,thedailybeast,US,1302378,1056,66866,2790,462820,20452,1,2025-03-27 16:31:25
onlinekhabar.com,online_khabar,NP,1303463,67,59089,222,346310,680,1,2025-03-27 16:31:25
abc7.com,abc7,US,1299867,512,95792,4449,305837,6244,1,2025-03-27 16:31:25
cbsnews.com,60minutes,US,1291391,509,13697,1706,33798,8257,1,2025-03-27 16:31:25
metropoles.com,metropoles,BR,1290758,1634,288038,58451,431982,2043,1,2025-03-27 16:31:25
patrika.com,rpbreakingnews,IN,1285388,0,61021,886,324920,423,1,2025-03-27 16:31:25
wsbtv.com,wsbtv,US,1273959,2132,234573,10476,648011,3158,1,2025-03-27 16:31:25
foreignpolicy.com,foreignpolicy,US,1260963,1050,22502,1732,155479,19052,1,2025-03-27 16:31:25
projectveritas.com,project_veritas,US,1249841,1269,3247,3629,12921,3624,1,2025-03-27 16:31:25
discovermagazine.com,discovermag,US,1237907,249,36051,2017,106404,10473,1,2025-03-27 16:31:25
huffingtonpost.fr,lehuffpost,FR,1230086,2033,8243,1108,275847,5664,1,2025-03-27 16:31:25
thestar.com,torontostar,US,1220377,282,80620,15663,458700,8012,1,2025-03-27 16:31:25
sowetanlive.co.za,sowetanlive,ZA,1213102,4252,74033,1138,240578,0,1,2025-03-27 16:31:25
fivethirtyeight.com,fivethirtyeight,US,1205031,316,28161,1078,121518,17057,1,2025-03-27 16:31:25
chroniclingamerica.loc.gov,librarycongress,US,1199399,12,12058,4601,25115,13010,1,2025-03-27 16:31:25
dailycaller.com,dailycaller,US,1195195,8639,185006,18510,439194,7850,1,2025-03-27 16:31:25
thenation.com,thenation,US,1193995,8438,3201,13071,155027,12706,1,2025-03-27 16:31:25
technologyreview.com,techreview,US,1191797,3222,14572,6657,122285,20157,1,2025-03-27 16:31:25
foxnews.com,foxandfriends,US,1188969,1042,38669,4912,92773,7429,1,2025-03-27 16:31:25
arstechnica.com,arstechnica,US,1182422,1226,6579,6686,147194,25596,1,2025-03-27 16:31:25
diariodepernambuco.com.br,diariope,BR,1181488,420,134561,2408,294487,1002,1,2025-03-27 16:31:25
mg.co.za,mailandguardian,ZA,1175981,525,21499,2298,179948,2684,1,2025-03-27 16:31:25
pbs.org,newshour,US,1169907,81196,31762,18879,256825,14086,1,2025-03-27 16:31:25
cbs.com,cbs,US,1166303,970,12362,47932,38675,5330,1,2025-03-27 16:31:25
rsbn.tv,rsbnetwork,US,1156433,815,12472,11634,39603,2995,1,2025-03-27 16:31:25
deadline.com,deadline,US,1150308,111812,99479,2616,299266,7417,1,2025-03-27 16:31:25
chicagotribune.com,chicagotribune,US,1133248,392,97668,490,312763,11090,1,2025-03-27 16:31:25
lenta.ru,lentaruofficial,RU,1130790,71,127810,675,362348,4093,1,2025-03-27 16:31:25
khaleejtimes.com,khaleejtimes,US,1131018,1325,142843,35,289157,2193,1,2025-03-27 16:31:25
abcnews.go.com,abcpolitics,US,1124152,490,89053,105,209374,8779,1,2025-03-27 16:31:25
thenational.ae,thenationalnews,US,1120881,208,82255,3533,298146,2867,1,2025-03-27 16:31:25
annapurnapost.com,annapurna_post,NP,1116863,16,87949,59,249617,614,1,2025-03-27 16:31:25
msnbc.com,maddowblog,US,1108483,2526,5005,76,37958,8593,1,2025-03-27 16:31:25
thefp.com,bariweiss,US,1109300,5259,528,39951,18127,5829,1,2025-03-27 16:31:25
laprensagrafica.com,prensagrafica,SV,1104516,9751,113603,1015,531216,2136,1,2025-03-27 16:31:25
opovo.com.br,opovo,BR,1097319,105,124629,756,381467,1143,1,2025-03-27 16:31:25
abcnews.go.com,nightline,US,1084714,421,23911,4431,77999,5483,1,2025-03-27 16:31:25
ajc.com,ajc,US,1081472,116,91098,2458,376558,5027,1,2025-03-27 16:31:25
magnumphotos.com,magnumphotos,US,1072452,497,9874,2506,22509,11703,1,2025-03-27 16:31:25
nationalpost.com,nationalpost,US,1067191,213,137134,920,443291,7413,1,2025-03-27 16:31:25
yahoo.com/news,yahoonews,US,1048433,1878,126610,334,292271,12841,1,2025-03-27 16:31:25
msnbc.com,thelastword,US,1037914,1639,48418,766,82277,3292,1,2025-03-27 16:31:25
express.co.uk,daily_express,US,1034677,874,978387,1639,1350759,3889,1,2025-03-27 16:31:25
theintercept.combrasil,theinterceptbr,BR,1031915,535,7769,5924,30809,3876,1,2025-03-27 16:31:25
theblaze.com,theblaze,US,1025049,754,47185,10002,194772,7138,1,2025-03-27 16:31:25
phys.org,physorg_com,US,1024675,203,381,20216,189125,11732,1,2025-03-27 16:31:25
ktla.com,ktla,US,1022822,1126,58542,3196,291915,4468,1,2025-03-27 16:31:25
9to5mac.com,9to5mac,US,1022332,48,33183,2270,99757,13364,1,2025-03-27 16:31:25
nbcnews.com,nbcnightlynews,US,1016473,557,58539,2284,203819,10020,1,2025-03-27 16:31:25
wsj.com,wsjecon,US,1016178,92,9355,27,101380,13676,1,2025-03-27 16:31:25
hromadske.ua,hromadskeua,UA,1013587,697,68762,223,260433,2105,1,2025-03-27 16:31:25
reporteindigo.com,reporte_indigo,MX,1011189,780,215144,1979,456668,5864,1,2025-03-27 16:31:25
scmp.com,scmpnews,US,1004589,293,79779,425,413579,9459,1,2025-03-27 16:31:25
telemundo.com,telemundonews,US,997983,1213,94722,1631,254435,3519,1,2025-03-27 16:31:25
gothamist.com,gothamist,US,989964,793,28680,465,150259,6281,1,2025-03-27 16:31:25
mainichi.jp,mainichi,US,988230,144,6435,28,526538,31268,1,2025-03-27 16:31:25
nagariknews.nagariknetwork.com,nagarik_news,NP,983981,6,32593,59,286632,558,1,2025-03-27 16:31:25
globalnews.ca,globalnews,CA,965496,295,44670,11934,304889,3947,1,2025-03-27 16:31:25
theparisreview.org,parisreview,FR,956951,3973,13835,16645,119844,9855,1,2025-03-27 16:31:25
wsj.com,wsjmarkets,US,956506,522,3647,396,99094,11263,1,2025-03-27 16:31:25
theage.com.au,theage,US,951348,1268,20848,509,169258,4585,1,2025-03-27 16:31:25
vice.com,vicenews,US,946896,905,54412,4582,140942,10331,1,2025-03-27 16:31:25
6abc.com,6abc,US,937411,584,98514,978,396259,2798,1,2025-03-27 16:31:25
vox.com,voxdotcom,US,935840,182,35432,4171,158179,14872,1,2025-03-27 16:31:25
smh.com.au,smh,US,927656,704,13469,544,245969,6558,1,2025-03-27 16:31:25
independent.ie,independent_ie,IE,922904,154,222813,332,538897,2635,1,2025-03-27 16:31:25
foreignaffairs.com,foreignaffairs,US,918583,1920,7278,663,125620,13455,1,2025-03-27 16:31:25
thegatewaypundit.com,gatewaypundit,US,911621,2463,16833,14943,168213,3842,1,2025-03-27 16:31:25
foxbusiness.com,foxbusiness,US,891088,386,84558,1,245973,8511,1,2025-03-27 16:31:25
correiobraziliense.com.br,correio,BR,885169,112,189478,1629,556287,2369,1,2025-03-27 16:31:25
nytimes.com,nytimesbusiness,US,882100,464,19857,1397,257623,15015,1,2025-03-27 16:31:26
khou.com,khou,US,881901,1458,136291,8296,483055,3087,1,2025-03-27 16:31:26
lapresse.ca,lp_lapresse,CA,879454,189,18578,13,157561,5532,1,2025-03-27 16:31:26
elpais.com.uy,elpaisuy,UY,879504,665,215968,2027,617567,2334,1,2025-03-27 16:31:26
propublica.org,propublica,US,876876,656,9315,17944,125884,16181,1,2025-03-27 16:31:26
salon.com,salon,US,876629,5476,28448,3126,261824,12716,1,2025-03-27 16:31:26
cronica.com.ar,cronica,AR,870766,134,68492,43651,710225,3131,1,2025-03-27 16:31:26
thestreet.com,thestreet,US,850625,1504,43915,15996,256566,7356,1,2025-03-27 16:31:26
theintercept.com,theintercept,US,830998,353,6001,10638,66568,11447,1,2025-03-27 16:31:26
humansofnewyork.com,humansofny,US,829369,819,4167,5947,7737,2567,1,2025-03-27 16:31:26
dallasnews.com,dallasnews,US,826977,803,73145,4304,340459,6481,1,2025-03-27 16:31:26
theepochtimes.com,epochtimes,US,821674,187,26807,67179,357238,4297,1,2025-03-27 16:31:26
perfil.com,perfilcom,AR,820218,3337,59917,805,425487,4148,1,2025-03-27 16:31:26
gazetadopovo.com.br,gazetadopovo,BR,819171,3484,79765,1861,341746,2043,1,2025-03-27 16:31:26
financialexpress.com,financialxpress,US,814104,87,183300,2848,550651,2828,1,2025-03-27 16:31:26
democracynow.org,democracynow,US,808757,6317,37571,5737,143602,14957,1,2025-03-27 16:31:26
ewn.co.za,ewnreporter,ZA,808654,928,55289,147,330853,1738,1,2025-03-27 16:31:26
jpost.com,jerusalem_post,US,807545,822,70789,2130,465682,10794,1,2025-03-27 16:31:26
irishtimes.com,irishtimes,US,805634,162,67519,236,848946,3934,1,2025-03-27 16:31:26
diariodonordeste.verdesmares.com.br,diarioonline,BR,791920,10,104533,118,245984,965,1,2025-03-27 16:31:26
dailymail.co.uk,dailymailuk,US,791169,543,95244,662,444188,4591,1,2025-03-27 16:31:26
sankei.com,sankei_news,JP,791794,48,61534,367,354026,12610,1,2025-03-27 16:31:26
bostonglobe.com,bostonglobe,US,782975,934,183853,559,576243,9652,1,2025-03-27 16:31:26
nytimes.com,nytopinion,US,780547,1374,39834,4069,249018,7555,1,2025-03-27 16:31:26
aljazeera.com,aljazeera,US,779409,13,1162,871,14368,2892,1,2025-03-27 16:31:26
deadspin.com,deadspin,US,777947,1404,54973,632,133662,10325,1,2025-03-27 16:31:26
nydailynews.com,nydailynews,US,777576,362,104788,4163,452206,10451,1,2025-03-27 16:31:26
good.is,good,US,773014,1276,11294,7570,49650,16585,1,2025-03-27 16:31:26
cnbc.com,cnbcnow,US,772936,54,10291,2,44054,10582,1,2025-03-27 16:31:26
foxnews.com,thefive,US,771282,84,2319,134,9276,2299,1,2025-03-27 16:31:26
laist.com,laist,US,761255,3107,20434,3396,110754,3835,1,2025-03-27 16:31:26
cbc.ca,cbc,US,760259,68443,15448,42105,152609,3660,1,2025-03-27 16:31:26
thejournal.ie,thejournal_ie,IE,758594,885,57692,493,354690,2364,1,2025-03-27 16:31:26
